,Original Title Text,Title Sentence Vector,Original Description Text,Description Sentence Vector,Original Author Text,Author Sentence Vector
631,McDonald’s will open first CosMc’s spinoff in suburban Bolingbrook this week,-0.038432581815868616,"CosMc’s, named after a McDonald’s character from the 1980s whom CEO Chris Kempczinski described as “part alien, part surfer, part robot,” will be a 10-store small-format pilot concept focused around specialty beverages and coffees.",0.07665403715509456,Talia Soglin,0.048825686193595175
632,Exclusive: Endeavor Energy explores sale for as much as $30 billion-sources,-0.0015502191963605583,"Endeavor Energy Partners is exploring a sale that could value the largest privately-held oil and gas producer in the Permian basin, the top U.S. oilfield, at between $25 billion and $30 billion, according to people familiar with the matter.",0.03998551634140313,David French,0.05000632954761386
633,Ex-Ald. Ed Burke corruption trial to resume with more testimony on alleged Burger King scheme,-0.12518131150864065,The corruption trial of former Chicago Ald. Edward Burke is to resume Monday after a holiday break with more testimony about an alleged scheme to pressure the owners of a Burger King in Burke’s ward,0.1684032151970314,"Jason Meisner, Megan Crepeau, Ray Long",0.1132788733812049
634,"Giant floats return, drawing thousands to 89th Thanksgiving Parade in Loop",-0.08544140654339571,"The Thanksgiving Day tradition returned downtown, attracting plenty of local and out-of-town spectators.",0.008858244633302093,Alice Yin,0.01451685163192451
635,"Dolton trustees at odds with Mayor Tiffany Henyard hold special meeting to approve bills and tax levy, but defer action on budget",-0.010949478921247646,"Dolton trustees at odds with Mayor Tiffany Henyard meet to approve bills, set a property tax levy and talk about a village divided.",0.0253321616910398,Mike Nolan,0.06842638272792101
636,University of Notre Dame vice president named its next leader,-0.013350279303267598,The Rev. Robert Dowd is slated to begin his term as the university's 18th president in July.,0.004330518189817667,Alysa Guffey,0.0442629708268214
637,Daywatch: Should Illinois make judges undergo training on sexual assault cases?,-0.02805744917714037,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",0.1045521538471803,Chicago Tribune staff,0.08964596057194285
638,"Vera Klement, ‘uniquely Chicago artist,’ dies at 93",-0.0309391861082986,"Vera Klement, a noted Chicago-based painter who produced both abstract expressionist and representational pieces and also sometimes mixed the two forms, has died.",0.03495380003005266,Bob Goldsborough,0.03795548572088592
639,Daywatch: How to speed up replacement of toxic lead pipes,-0.017326322675216943,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",0.054775295313447714,Chicago Tribune staff,0.06879984674742445
640,Brazil launches $204 million drive to restore Amazon rainforest,-0.05199124419596046,"Brazil's national development bank (BNDES) on Saturday launched an effort to restore degraded or destroyed woodland amounting to 60,000 square km (23,160 square miles) - an area nearly the size of Latvia - in the Amazon rainforest by 2030.",0.028447566990507767,Steven Grattan,0.032745246891863644
641,"Driver of SUV fatally strikes pedestrian overnight in River North neighborhood, police said",-0.06909300408733543,"About 12:30 a.m., police responded to an auto accident in the 300 block of North State Street and found a white SUV jumped the curb after the driver lost control fatally striking a 56-year-old woman on the sidewalk, officers said.",0.03387887891221908,Deanese Williams-Harris,0.06952381617156789
642,Former career US diplomat charged with secretly spying for Cuban intelligence for decades,-0.038145389466080815,The Justice Department says a former American diplomat who served as U.S. ambassador to Bolivia has been charged with serving as a covert agent for Cuba’s intelligence services since at least 1981.,0.10717412206577137,Joshua Goodman and Eric Tucker,0.07364722585771233
643,"Kenneth Cooley’s basketball coach calls him Mr. Touchdown, but he does more than score for East Aurora. ‘Everything.’",-0.06850424451113213,"Kenneth Cooley, who starred on the football field as East Aurora made the playoffs for the first time in 40 years, is back on the basketball court.",0.06053072607028298,Rick Armstrong,0.06242127476798487
644,Dutch-led coalition moves to phase out fossil fuel subsidies at COP28,-0.07102626364212483,"A Dutch-led coalition of a dozen nations committed on Saturday to publish an inventory of their own fossil fuel subsidies within a year, with the aim of creating a clear strategy for eliminating them.",0.10810557170771062,Gloria Dickie,0.009951008010830265
645,"Caitlin Clark’s 35 points move her past 3,000 overall in her career in Iowa’s 67-58 win over Iowa State",-0.06580230739200488,"Caitlin Clark scored 35 points and moved past 3,000 overall, but it was her passing that helped fourth-ranked Iowa pull away from rival Iowa State and secure a 67-58 victory Wednesday night.",0.09804969932883978,Andrew Logue,0.05249133089091629
646,Small town high school football team faced waves of off-field adversity on the way to becoming historic state champions,-0.03839553167927079,"Small-town Byron won a state football title after several players' parents had died during their time at school, and in support of a boy with cancer.",0.09171722579048946,Robert McCoppin,0.04922329532564618
647,"Father of Palestinian boy, 6, killed in alleged hate crime in Plainfield Township files wrongful death lawsuit: ‘I lost my everything’",-0.023598901665536687,"Odai Alfayoumi, father of Wadee Alfayoumi, filed a lawsuit against his son's alleged killer, Joseph Czuba, and Czuba's wife and company.",0.041751971759367734,Jake Sheridan,0.04647811799077317
648,NFL issues no fines in Chicago Bears nickel back Kyler Gordon’s face mask fracas with the Minnesota Vikings’ Brandon Powell,-0.021660936195985414,"Chicago Bears nickel back Kyler Gordon was not fined after being penalized for taunting Monday, and Minnesota Vikings wide receiver Brandon Powell also dodged punishment after breaking Gordon's face mask during a first-half skirmish.",0.04389381449436769,Dan Wiederer,0.023793806554749608
649,"U.S. egg producers conspired to fix prices, Illinois jury finds",-0.0765443119162228,Several large food manufacturing companies including Kraft Foods Global Inc. and The Kellogg Company alleged in the lawsuit that producers used various means to increase the prices of eggs and egg products during the 2000s.,0.014337824773974717,Isabella Volmert,-0.04953484881843906
650,Descendant of Holocaust survivors forms friendship with Muslim refugee and shows ‘what’s possible in the world’,0.007679090369492769,"One is a devout Muslim who fled religious persecution in Myanmar, arriving in Chicago as a refugee. The other is a Jewish descendent of Holocaust survivors.",-0.012687968148384243,Angie Leventis Lourgos,0.08125916225253604
651,Chicago-based credit giant TransUnion laying off 339 employees,0.005227497022133321,The move is part of a broader cost savings initiative as the credit reporting firm sees higher interest rates and inflation weaken demand for mortgages and other loans.,0.05341262958972948,Robert Channick,-0.024344404781004414
652,Starbucks to resume union talks to mend strained ties with employees,-0.03268889611354098,"Starbucks <a href=""https://www.reuters.com/markets/companies/SBUX.O"" target=""_blank"">(SBUX.O)</a> has reached out to the union representing hundreds of its stores in the United States as the coffee chain looks to mend its strained relationship with some of it…",0.05424177780514583,Reuters,0.010203578043729067
653,Fox News’s New Fight Club: The DeSantis vs. Newsom Debate,-0.048960465894197114,Event moderated by Sean Hannity on Thursday will feature two governors who aren’t rivals for office but have long sparred,0.058866291656158864,Isabella Simonetti,0.008202571793844982
654,Canada Takes $651 Million Write-Down on Trans Mountain Pipeline Project,-0.010297830507624894,Trans Mountain booked a net loss in the third quarter because of a goodwill impairment charge,-0.009043075318913907,Paul Vieira,-0.019970162509707734
655,Editorial: Abe Lincoln‘s generous gift: A day for Americans to give thanks—and eat turkey,0.009919126063323347,Abraham Lincoln helped set the Thanksgiving table.,0.030509550095302984,The Editorial Board,0.046078076120465994
656,"Man accused of sexual assault, grabbing 15-year-old boy at West Loop store overnight, cops say",-0.02242015302181244,"Charges are pending against a man a 15-year-old boy reported grabbed him inside of a Convenience store Thursday night iin the West Loop Gate neighborhood, Chicago police said.",0.09918503742301255,Deanese Williams-Harris,0.013313999079400674
657,The siblings of children killed by gun violence and how they cope: ‘I just feel alone’,-0.06570768359233625,"Sudden, violent loss reverberates through families and communities all too often in Chicago. But experts say that young people who see their siblings die are particularly vulnerable to the havoc grief can leave in its wake.",0.056188290189311374,Caroline Kubzansky,0.10734101370326243
658,"Catholic school, Augustinians settle sex abuse lawsuit for $2M, activists file complaint against Chicagoland dioceses",-0.003056089670280926,"After the $2 million settlement, SNAP activists filed a complaint alleging Chicagoland Catholic leaders impeded the investigation into Fr. Richard McGrath.",0.04130999805784086,Jake Sheridan,0.02067759894998744
659,Elgin cop charged with five counts of child porn possession by Illinois Attorney General’s Office,-0.03177119221072644,An Elgin police officer has been arrested on five counts of felony child pornography posession under charges filed Wednesday by the Illinois Attorney General’s Office.,0.1181018814095296,Courier-News Staff,0.07499287510290742
660,3 takeaways from an In-Season Tournament blowout — as Chicago Bulls coach Billy Donovan was irked by hacks on Andre Drummond,-0.1020141575136222,"The Boston Celtics purposefully fouled Andre Drummond to prevent the Chicago Bulls from scoring as they chased an In-Season Tournament point differential Tuesday, which Bulls coach Billy Donovan did not like.",0.09003080276306719,Julia Poe,0.037923927418887615
661,"At West Ridge tutoring center, multilingual refugees given safe space to learn with help from college students",-0.005357225127227139,"Since opening its facility in 2019, Forging Opportunities for Refugees in America has partnered with several organizations and institutions to foster a volunteer base to help teach kids.",0.033343970540954615,Zareen Syed,0.08363427792210132
662,"Editorial: When it comes to Chicago’s vital O’Hare airport, United and American airlines hold the cards",-0.042978390207281336,"O'Hare airport is at a crucial nexus. As costs and delays multiply, we should listen to United and American airlines.",0.060634124783973675,The Editorial Board,0.05730398544983473
663,Candidates spar as deadline arrives to get on the 2024 primary ballot,-0.0037817885167896748,"Among the candidates trickling in on Monday to officially get into the race for Cook County State’s Attorney were Eileen O’Neill Burke, a Democrat, and Bob Fioretti, a Republican.",0.13367857318371534,"A.D. Quig, Rick Pearson",0.08473394109751098
664,Apple Pulls Plug on Goldman Credit-Card Partnership,0.012052684789523482,Tech giant proposed exiting contract in about 12-to-15 months,0.03915395331569016,AnnaMaria Andriotis,-0.0025849129306152463
665,Pharrell Williams Brings Louis Vuitton to Hong Kong for Fashion Show,-0.018789064371958375,"With a splashy fashion show in Hong Kong featuring Chinese A-listers, the brand is projecting confidence in one of the world’s largest markets for luxury goods",0.05700254102703184,Nick Kostov,0.0006857906155346427
666,What to watch at COP28 on Monday,-0.028145088395831408,"Monday is finance day at COP28, which means more funding is likely to be announced for the climate cause.",0.010897513595409691,Reuters,0.061179045180324465
667,Chicago Blackhawks snap 5-game skid behind Jason Dickinson’s hat trick and Kevin Korchinski’s winning goal in OT,-0.04669730400200933,"Rookie defenseman Kevin Korchinski scored 4:30 into overtime, and the Chicago Blackhawks beat the Toronto Maple Leafs 4-3 on Friday at the United Center to stop a five-game slide.",0.04264935769606382,Tim Cronin,0.05752198852133006
668,OpenAI brings back Sam Altman as CEO just days after his firing unleashed chaos,-0.051449811879138,"The ousted leader of ChatGPT maker OpenAI is returning to the company that fired him just days ago, culminating a short but chaotic power struggle that shocked the tech industry and underscored the conflicts around how to safely build artificial intelligence.",0.08910480980557622,Matt O'Brien,0.023198715294711292
669,Christopher Richardson: Prohibition has lessons for us as we grapple with an overwhelming immigration problem,0.009315097093349323,"Similar to the Prohibition era, the illogical nature of our immigration laws has broken the federal government.",0.03384744685172336,Christopher Richardson,-0.0009578581957612187
670,Many would-be kidney donors are ineligible because of their weight or smoking habits. A UChicago project helps them qualify,-0.04861879316740669,Project Donor estimates that 90% of individuals interested in kidney donation don’t make it through the process.,0.02661920979153365,Ilana Arougheti,0.027915237355045974
671,Ask Amy: The power of saying no,-0.014432507916353643,"Mastering the power of saying “no” can be life-altering, writes Amy Dickinson.",0.03778020013123751,Amy Dickinson,0.05425550910877064
672,The Challenge Facing Companies When Dealing With LGBTQ Issues,0.0089632966555655,"Most consumers want brands to support inclusion. But when they do, they face a potentially negative backlash. Just ask Bud Light.",0.022223909818421816,Sarah Kate Ellis,-0.008154343056958169
673,"Column: A potential Christmas Eve miracle, an edible bowl mascot and other sports topics to debate in December",-0.09579393605235964,"Topics to debate this week include Aaron Rodgers' potential comeback, Corey Perry's ""apology,"" Lou Piniella's Hall of Fame candidacy and a bowl mascot that could be eaten after the game.",0.11629790200095158,Paul Sullivan,0.002316284633707255
674,Johnson administration begins filing lawsuits against operators of ‘rogue buses’ of migrants,-0.018270175496581942,"The city has filed 55 lawsuits since it implemented new rules about when and where buses can arrive in mid-November, the law department said.",0.07226547137543093,"Sarah Freishtat, Alice Yin",0.011922064906684682
675,Coach Matt Eberflus sees Sunday’s win as ‘proof’ the Chicago Bears are making progress. The defense showed it.,-0.0726178270051605,"Chicago Bears defensive players say they ""found our swagger"" to close out the win against the Detroit Lions in convincing fashion.",0.061499588016886264,Colleen Kane,0.07317372382385656
676,"At least 2 armed robberies reported overnight within 10 minutes of each other, cops say",-0.04969698438071646,"Three victims were robbed by gunmen overnight within 10 minutes of each other on the Northwest Side, police said.",-0.03830132109578699,Deanese Williams-Harris,-0.006675919750705361
677,Woman dies after hit-and-run by SUV in Garfield Park,-0.008633400575490668,"The woman was struck by a red SUV in the 4200 block of West Congress Parkway just after 2 a.m. Saturday. After hitting the woman, the driver of the SUV fled north on Kildare Ave., police said.",0.06083090011816239,Ilana Arougheti,0.06763074920309009
678,What does Sam Altman’s firing — and quick reinstatement — mean for the future of AI?,-0.0794358707498759,"If you’re just catching up on the OpenAI saga and what’s at stake for the artificial intelligence space as a whole, you’ve come to the right place. Here’s a rundown of what you need to know.",0.07286964108061511,Chicago Tribune,0.04613110132049769
679,Buffett's Berkshire Hathaway exits India's Paytm in $165 million deal,-0.03079193946905434,"Billionaire Warren Buffett's Berkshire Hathaway <a href=""https://www.reuters.com/markets/companies/BRKa.N"" target=""_blank"">(BRKa.N)</a> has exited India's Paytm <a href=""https://www.reuters.com/markets/companies/PAYT.NS"" target=""_blank"">(PAYT.NS)</a> after se…",-0.010731455637142062,Reuters,0.06946926499949768
680,Three arrested after armed robbery attempt at Midlothian liquor store,-0.05851974073812016,"Midlothian police responded to Emporium Liquor at about 10:15 a.m. Wednesday to find two people leaving the store, one carrying merchandise and another with a ski mask.",-0.001081677015463356,Ilana Arougheti,0.072980096883839
681,Corey Perry apologizes after his ouster from the Chicago Blackhawks and refutes speculation: ‘I have let you all down’,-0.021603959292406216,Now-former Chicago Blackhawks forward Corey Perry apologizes in statements and adds he has sought professional help for “my struggles with alcohol.”,0.04743111040443182,Phil Thompson,0.06907939247321337
682,A cool shooting night means Oak Lawn’s Donte Montgomery turns up heat on defense. ‘That is what wins games.’,-0.006251839047763497,"Junior guard Donte Montgomery offset a season-low eight points for Oak Lawn with six steals, five assists and five rebounds in a 64-28 win.",0.05402158966171555,Patrick McGavin,0.06000906460394617
683,How to celebrate the holidays in the Chicago suburbs and northwest Indiana,-0.025614664948079735,"Here is our guide to having a holiday season full of music, laughter, and beautiful sights.",0.011259460414294153,Wendy Fox Weber,0.04142347042215988
684,"Bond Yields Tumble, Stocks Retreat",-0.04238467779941857,U.S. indexes turn lower to close Wednesday’s session,-0.008687946610734798,Gunjan Banerji,0.007488743518479168
685,Daniel Biss: Why I cleared the way for Ryan Field and concerts at the stadium,-7.925141835585237e-05,I voted 'yes' because I believe the Ryan Field project will have a positive long-term impact on Evanston and its residents.,0.03575571905821562,Daniel Biss,-0.0011079779942519963
686,"Happy as can be, West Aurora transfer Josh Pickett settles into new home at St. Laurence. ‘He just fit right in.’",-0.06253210591967218,"At his new home in Burbank, Josh Pickett scored a game-high 18 points, leading up-and-down St. Laurence to a 65-41 victory over Leo.",0.010523727803956717,Patrick McGavin,0.06446918931032997
687,Daryl Hall gets restraining order against John Oates in Hall & Oates legal battle,-0.07441120152361691,Hall & Oates are embroiled in a confidential legal battle that has led to Daryl Hall getting a restraining order against his former music partner John Oates.,0.06854684559220914,Ethan Shanfeld,0.027744734776206315
688,Danske Bank ups profit view; sees 'negligible' Q4 impairments,-0.04925617069238797,"Danske Bank <a href=""https://www.reuters.com/markets/companies/DANSKE.CO"" target=""_blank"">(DANSKE.CO)</a> on Friday raised its full-year net profit forecast due to more favourable macroeconomic conditions and ""negligible"" impairments in the fourth quarter, bu…",0.051047419430688024,Reuters,0.039028572296956554
689,"Boy, 15, charged in string of armed robberies throughout city, Chicago police said",-0.09448344679549336,Police said the young teen was charged for participating in several armed robberies that happened within several hours on Aug. 20 throughout the city.,0.05420180776854977,Deanese Williams-Harris,0.06400154615403153
690,"Exclusive: Moldova volunteers to run COP29 climate summit, Serbia also mulls bid -sources",-0.07941615734307561,"Moldova has put itself forward as a candidate for the presidency of next year's <a href=""https://www.reuters.com/sustainability/cop/"">U.N. climate summit</a> and Serbia is also considering throwing its hat in the ring, according to people familiar with the ma…",0.03756510396488011,Alexander Cornwell,0.07682376548473258
691,"Will County Judge David Carlson calls for special prosecutor after defendant, mistakenly released, not taken back into custody",-0.08413577385363169,"Whenever changes are made to the legal landscape, Judge David Carlson said Will County Sheriff Mike Kelley and Will County State’s Attorney James Glasgow inform judges “so fast heads spin.”",0.14121697589871474,Alexandra Kukulka,0.11563825585471932
692,"Man dies in car accident overnight on Northwest Side, police say",-0.09334589765057899,"A man was pronounced dead after a vehicle accident overnight in the Hermosa neighborhood on the Northwest Side, Chicago police said.",0.08324971951878979,Deanese Williams-Harris,0.045552163384854794
693,"Tavon Rice makes fashion statement for Mount Carmel. ‘It re-ripped the first drive.’ Plus, state football notes.",-0.07422660363954492,"Tavon Rice was seemingly ready to go for the Class 7A state championship game, which the Caravan won 35-10 over Downers Grove North.",0.07572694230475463,Gregg Voss,0.013688390696188435
694,Wall Street Puts 'Sell' on China Holdings...,0.006090016177040525,Institutional investments in the nation have plunged as its economy slows and property market craters; ‘a bit of an awakening’,-0.018886833218857646,wsj,0.029563126227003522
695,"Off-duty CPD officer dies in Oak Lawn car crash, police say",-0.01263094088062644,The crash occurred Sunday morning at 95th Street and Harlem Avenue in Oak Lawn.,0.03824686825100798,Adriana Pérez,0.017347349203191698
696,Steve Reaven’s boys basketball rankings and player of the week for Lake County,0.019497290995786898,"Jaxson Davis and Immanuel Brown help Warren jump to No. 1 as Grayslake Central, Vernon Hills and Libertyville enter the rankings.",0.01790141003584722,Steve Reaven,-0.03603475826093927
697,"Maker of Wegovy, Ozempic showers money on U.S. obesity doctors",-0.0421870956197381,"Drugmaker Novo Nordisk paid U.S. medical professionals at least $25.8 million over a decade in fees and expenses related to its weight-loss drugs, a Reuters analysis found. It concentrated that money on an elite group of obesity specialists who advocate givin…",0.047604046761989594,Reuters Investigates,-0.020158152969088405
698,Santos Faces House Expulsion Vote After Year of Mounting Allegations...,0.011183531634742394,"Freshman Republican made up family and career details, is charged with stealing from donors",0.03339510102523491,wsj,0.011896222342329565
699,"Kenilworth native competes in Netflix reality show, ‘Squid Game: The Challenge’",-0.016430112736998126,"Allie Hartman, a Kenilworth native, was one of 465 contestants in ""Squid Game: The Challenge,"" a reality show based on the popular South Korean drama that became the first non-English television series to receive nominations and to win a Primetime Emmy Awards.",0.054432336748504895,Daniel Dorfman,0.038295710837701336
700,India at COP28 insists on 'equity' in climate talks,0.0005231022369116545,"India's environment minister, Bhupender Yadav, on Saturday demanded ""equity and justice"" in U.N. climate negotiations, holding that rich countries should be leading global climate action.",0.03067672543693334,Gloria Dickie,0.06795003879233263
701,"Taylor Swift’s Eras Tour is the first tour to gross over $1 billion, Pollstar says",-0.04019900879211491,"She brought in a whopping $1.04 billion with 4.35 million tickets sold across 60 tour dates, the concert trade publication found.",0.053552491357550025,Maria Sherman,0.07141730660805479
702,"To Shrink Learning Gap, This District Offers Classes Separated by Race...",-0.09331375709734857,"To Shrink Learning Gap, This District Offers Classes Separated by Race...

 
 
 
 (First column, 6th story, link)

 

 

 
 
 Drudge Report Feed needs your support!   Become a Patron",0.038310915522743016,"Sara Randazzo, Douglas Belkin",0.009970033424906433
703,Amazon Clinches Deal With Spanish Union Over Cyber Monday Walkout,-0.07467346283374354,Amazon Clinches Deal With Spanish Union Over Cyber Monday Walkoutwsj.com,0.05066612898372114,Mauro Orru,0.027991314535029233
704,"Amazon Faces Black Friday Strikes in US, Europe",-0.027411526767536998,"Amazon Faces Black Friday Strikes in US, Europewsj.com",0.029187826672568917,Helena Smolak,0.019704804522916675
705,US targets oil and natural gas industry’s role in global warming with new rule on methane emissions,-0.04984731078729965,"The Biden administration on Saturday issued a final rule aimed at reducing methane emissions, targeting the U.S. oil and natural gas industry for its role in global warming as President Joe Biden seeks to advance his climate legacy.",0.0753855069342535,Matthew Daly,0.11344567239575554
706,Ex-Buildings commissioner back on stand as prosecutors inch toward close of their case against former Ald. Ed Burke,-0.15471740550128743,Federal prosecutors are inching closer to wrapping up their case in the corruption trial of ex-Ald. Ed Burke as testimony shifts back to an alleged extortion scheme involving a liquor store pole sign in Portage Park,0.15472571867576335,"Jason Meisner, Ray Long, Megan Crepeau",0.11054052773397416
707,Energy & Utilities Roundup: Market Talk,0.001971065386896953,,0.02020424685906619,nan,0.011608812972554006
708,Donald Trump returns to court as his defense expert asserts there’s no evidence of accounting fraud,-0.049596044642385095,Former President Donald Trump has returned to his New York civil business fraud trial again.,0.037133501609787345,Jennifer Peltz and Michael R. Sisak,0.022388395133020822
709,Alibaba Falls Behind Upstart PDD as Most Valuable Chinese E-Commerce Stock,-0.020330969127826393,Ulta Beauty jumps premarket; Dell and Marvell sink.,-0.008971901785116643,Dave Sebastian,-0.002182448050007224
710,Biblioracle: Don’t disrespect Jack Reacher — he’s back in a new novel and series,-0.0017231426172656938,The last time I wrote about my enjoyment of the Reacher novels I got an angry email from a reader.,0.050671900979068596,John Warner,0.01572186133125797
711,Terry Savage: Securing the future for a child with disabilities,-0.07268489569833037,Financial challenges persist and worries increase as a child with special needs moves past the high school years into adulthood. One expert financial planner built a system to guide families through these issues.,0.058156926577794366,Terry Savage,0.11899095158878481
712,Northern Illinois is bowl-eligible after beating Kent State 37-27 for its 2nd straight win and 6th overall,-0.05035092338221148,"Northern Illinois (6-6, 5-3) closed the regular season with back-to-back wins to finish second in the Mid-American Conference’s West Division.",0.08670763261034153,Associated Press Staff,0.04358765855431557
713,Pope pleads with COP28 to find breakthrough on climate change,-0.01544247052515857,"Pope Francis on Saturday called on the <a href=""https://www.reuters.com/sustainability/cop/"">U.N. climate summit</a> to strive for a essential breakthrough agreement to stem global warming that includes the elimination of fossil fuels, saying climate had ""run…",0.008775011985562742,Reuters,0.11044275058702624
714,Liam Hendriks and Cody Bellinger selected MLB’s Comeback Players of the Year,-0.026819771170266904,Reliever Liam Hendriks and outfielder Cody Bellinger have been selected Major League Baseball’s Comeback Players of the Year. Both are free agents and were chosen in voting by MLB.com beat writers.,0.0844057920621708,Associated Press Staff,0.03172626044397475
715,Three men charged following Midlothian liquor store robbery,0.015108116844203323,"Three men face several felonies following an armed robbery at a liquor store in south suburban Midlothian, according to authorities.",-0.008439401281066239,Rebecca Johnson,0.06996069918386638
716,"How the Fed’s Rate Hikes Broke Home Buying, in Six Charts",-0.0026430125581100583,What does it take to buy a home in the U.S.? A lot more than it did before the Federal Reserve raised interest rates,0.057578002313675825,Gina Heeb,0.054826806794153526
717,"Man, 32, shot and killed in South Loop, police say",-0.026693618507124484,"A 32-year-old man was shot and killed Saturday night in the South Loop neighborhood, according to Chicago police.",0.0866633639052452,Rebecca Johnson,0.03645436780061573
718,"Daywatch special edition: Our guide to celebrating the holidays, Chicago style ",-0.04778792674187571,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",0.06966310634743422,Chicago Tribune staff,0.07780500478111207
719,Chicago basketball report: Bulls in the cellar of In-Season Tournament — and opportunity knocks for Aneesah Morrow at LSU,-0.03688645072543295,"The Chicago Bulls are halfway through the group stage of the NBA’s inaugural In-Season Tournament, and their odds for advancement don’t look strong.",0.03114000748610124,Julia Poe,0.057249464793130755
720,"City says construction won’t start on Brighton Park migrant camp yet, following aldermanic opposition",-0.0550250855012564,"Following an announcement Saturday from Ald. Julia Ramirez that GardaWorld Federal Services would begin erecting tents Monday on the lot at 38th Street and California Avenue, mayoral spokesman Ronnie Reese said that was not the case.",0.1145406579671544,Alice Yin,0.00820993835804984
721,We Should All Give Thanks for Taylor Swift,0.011437232373282313,"She brings joy, jobs and happy feet everywhere she goes. She’s the best thing happening in America.",0.04069860771414824,Peggy Noonan,0.030053032794967294
722,"Lake County mental health providers battling staffing shortages linked to low wages, large caseloads and burnout",-0.043899621232412755,"Low wages, large caseloads and burnout are causing more mental health providers to leave the industry or go to private practice, said clinic directors, mental health professionals and advocates.",0.056223652012704406,Chloe Hilles,0.04811124695697799
723,Roseland man charged with first-degree murder in April shooting,-0.031937328101776075,"A 21-year-old Roseland man was charged with first degree murder for killing a 40-year-old man in April, according to Chicago police.",0.07016964213107713,Rebecca Johnson,0.08133869944140315
724,Michigan grad sues state after losing ‘G0BLUE’ license plate,-0.06397828902117908,A passionate University of Michigan graduate is booing the state — and suing — over the loss of his revered “G0BLUE” car license plate.,0.07461566978599876,Chicago Tribune,0.026108583522727713
725,Israel Plans to Kill Hamas Leaders Around World...,-0.009822180669289082,Nation’s spy agencies have long history of targeted assassinations,0.04360894682031358,wsj,0.03960636199917644
726,Chicago small businesses face uncertainty heading into holidays as shoppers show signs of caution,0.03872995299752802,"Despite slowed inflation and good employment numbers, some small business owners told the Tribune shoppers were still struggling with sticker shock.",0.017307536560110748,Talia Soglin,0.06153338949661702
727,Want to drive past the ‘Home Alone’ house? Or the church? A tour of 12 filming locations around Chicago.,-0.07944809598848224,"Watching the 1990 film “Home Alone” has become a must-see each December. With so many of the filming locations nearby, it’s a quick trip to see them.",0.058524221763946116,Kori Rumore,0.024763349887507502
728,‘Maestro’ review: Bradley Cooper wields the baton as Leonard Bernstein. But Carey Mulligan conducts the movie.,-0.008282891940325499,This movie is considerably more nuanced and engaging than the usual biopic. And it's full of Bernstein's glorious music.,-0.00471166503848508,Michael Phillips,0.004600695188855752
729,"Migrants arriving by busload in Rosemont and Cicero are sent away, but welcomed in Oak Park, as suburbs respond differently to crisis",-0.08599029545439407,"That latest development reflects the varied response suburbs have taken to some 26,000 migrants arriving in Chicago in the past year and being sheltered at police stations and the airport.",0.05260890418139752,Robert McCoppin,0.028240700768947136
730,Digital Payments Are Having a Jolly Holiday,-0.008564707619370893,Investors might be warming again to the growth potential of alternative ways to pay,0.0052980832842877135,Telis Demos,0.029073389538098127
731,Alleged Old Post Office scheme to stay on display in corruption trial of ex-Ald. Edward Burke,-0.10313563491217792,Jurors in the corruption trial of former Ald. Ed Burke are expected to hear more evidence Wednesday about the formidable alderman’s alleged attempts to extort the developers of the huge Old Post Office project,0.09749999355699401,"Jason Meisner, Megan Crepeau, Ray Long",0.09247716836398467
732,"Patrick Kane, the former Chicago Blackhawks star, is set to make his Detroit Red Wings debut Thursday",-0.032283361710142344,Coach Derek Lalonde says he expects Patrick Kane to make his Detroit Red Wings debut Thursday against the San Jose Sharks. The former Chicago Blackhawks star had his right hip surgically repaired six months ago.,0.150413077295525,Associated Press staff,0.10699189651495544
733,Ask Amy: Young parents tangle over custody,-0.039203619890031405,"Dear Amy: My youngest son ""Thomas"" dated ""Allyssa"" sporadically during high school. It was a volatile relationship (he's non-confrontational, she loves drama). Allyssa became pregnant at the end of his senior year (her junior year).",-0.0013533633318729699,Amy Dickinson,0.014224493890651502
734,Thanksgiving forecast: Sunny conditions expected with highs in mid 40s,-0.01036230695899576,Current morning conditions at Midway Airport is a few clouds at 40 degrees. At O’hare International Airport temperatures registered at 38 degrees.,0.014968769177357899,Deanese Williams-Harris,0.045974653301527724
735,"Gayle King on Jumpsuits, Waking Up at 3:24 a.m. and Why She Doesn’t Drink",0.022842619277071208,"As her CNN show debuts, the media queen spills her secrets for living (and dressing) well",0.05039601679891348,Marshall Heyman,-0.011151095852255821
736,NCAA's Radical Proposal to Pay College Athletes...,-0.016865895115188323,"Amid pressure to modernize, NCAA President Charlie Baker outlines a new model where Division I schools could pay athletes through endorsements and educational trusts",0.04181576461996883,wsj,0.03891829960048199
737,US FAA tightens aircraft certification oversight after Boeing MAX crashes,-0.10076291571022011,"The Federal Aviation Administration said on Tuesday it had adopted a new aircraft certification policy requiring key flight control design changes to be considered ""major"" like the system involved in two fatal Boeing <a href=""https://www.reuters.com/markets/c…",0.06618905347568216,David Shepardson,0.0560290386347333
738,"Column: From the Corey Perry mystery to a classic edition of The Game, 10 takeaways from the couch on Thanksgiving weekend",-0.10904844023025362,A busy Thanksgiving weekend in the sports world included Corey Perry's mysterious absence and DeMar DeRozan's righteous stance on the NBA's In-Season Tournament.,0.1061244820302818,Paul Sullivan,0.052789367124205455
